Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2021-06-07,F (Jan 2022),23.9500,24.0800,23.8000,23.8000,23.825,-0.150,135,0,561
2021-06-08,F (Jan 2022),23.7500,24.0500,23.6400,23.8000,23.80,-0.025,216,0,630
2021-06-09,F (Jan 2022),23.8500,24.1500,23.8000,24.0500,24.075,0.275,234,0,739
2021-06-10,F (Jan 2022),23.9900,24.1500,23.2800,23.2800,23.25,-0.825,218,0,771
2021-06-11,F (Jan 2022),23.1800,23.3500,22.9400,23.0400,23.10,-0.15,231,0,847
2021-06-14,F (Jan 2022),23.1000,23.6600,23.0500,23.4500,23.40,0.30,2628,0,3547
2021-06-15,F (Jan 2022),23.4700,23.6500,23.3500,23.5200,23.5052,0.1052,437,0,2383
2021-06-16,F (Jan 2022),23.5000,23.8700,23.3700,23.8000,23.74,0.2348,773,0,2572
2021-06-17,F (Jan 2022),23.8000,24.0000,23.3700,23.5500,23.55,-0.19,937,0,2687
2021-06-18,F (Jan 2022),23.5300,24.3000,23.5000,24.2500,24.2667,0.7167,1215,0,3302
2021-06-21,F (Jan 2022),24.2600,24.6000,23.6000,23.9000,23.8045,-0.4622,1532,0,3503
2021-06-22,F (Jan 2022),23.9500,24.0500,23.4200,23.4500,23.55,-0.2545,634,0,3630
2021-06-23,F (Jan 2022),23.4000,23.4500,23.1500,23.2500,23.35,-0.20,791,0,3789
2021-06-24,F (Jan 2022),23.2500,23.2500,23.0500,23.1500,23.2087,-0.1413,619,0,3930
2021-06-25,F (Jan 2022),23.2000,23.3000,23.0500,23.0500,23.155,-0.0537,1236,0,4166
2021-06-28,F (Jan 2022),23.0000,23.2200,22.8700,23.0000,23.075,-0.080,945,0,4140
2021-06-29,F (Jan 2022),23.0500,23.3500,22.8900,23.1500,23.3075,0.2325,718,0,4245
2021-06-30,F (Jan 2022),23.1500,23.4500,23.1500,23.3200,23.3794,0.0719,985,0,4382
2021-07-01,F (Jan 2022),23.3500,23.4100,23.2000,23.2700,23.30,-0.0794,530,0,4401
2021-07-02,F (Jan 2022),23.2500,23.3000,22.8500,23.2800,23.26,-0.04,869,0,4363
2021-07-06,F (Jan 2022),23.3000,23.6800,23.1500,23.4500,23.4167,0.1567,1631,0,4287
2021-07-07,F (Jan 2022),23.4500,23.8000,23.3000,23.4000,23.4778,0.0611,1675,8,4545
2021-07-08,F (Jan 2022),23.5000,24.3500,23.4500,23.8000,23.8618,0.3840,1510,0,4520
2021-07-09,F (Jan 2022),23.7500,23.9500,23.3000,23.5700,23.5407,-0.3211,1572,0,5118
2021-07-12,F (Jan 2022),23.5800,23.7600,23.4900,23.5500,23.65,0.1093,1297,0,4948
2021-07-13,F (Jan 2022),23.5000,23.9000,23.4000,23.8200,23.7974,0.1474,1782,0,5666
2021-07-14,F (Jan 2022),23.8500,24.0200,23.5500,23.8600,23.8778,0.0804,1477,0,5551
2021-07-15,F (Jan 2022),23.9000,24.2700,23.7500,23.8100,23.77,-0.1078,1655,0,5765
2021-07-16,F (Jan 2022),23.9000,24.1500,23.4700,24.0500,24.075,0.305,2907,0,6690
2021-07-19,F (Jan 2022),24.0500,25.1000,24.0500,24.3000,24.7182,0.6432,3893,0,7512
2021-07-20,F (Jan 2022),24.2500,24.8000,24.0500,24.5000,24.5495,-0.1687,2670,0,7645
2021-07-21,F (Jan 2022),24.4500,24.6000,23.8500,23.8900,23.95,-0.5995,2989,0,7972
2021-07-22,F (Jan 2022),23.8500,23.9600,23.7000,23.7500,23.90,-0.05,2364,0,8243
2021-07-23,F (Jan 2022),23.7400,23.8800,23.6000,23.8500,23.80,-0.10,2971,0,8674
2021-07-26,F (Jan 2022),23.9000,24.2000,23.7500,23.8500,23.9284,0.1284,1783,0,8850
2021-07-27,F (Jan 2022),23.8500,24.6300,23.8500,24.3500,24.251,0.3226,3729,0,8992
2021-07-28,F (Jan 2022),24.2000,24.3800,23.9000,24.0500,24.00,-0.251,2901,0,9307
2021-07-29,F (Jan 2022),24.1000,24.1800,23.7500,24.0500,23.8397,-0.1603,2419,0,9610
2021-07-30,F (Jan 2022),24.0500,24.4000,23.9000,24.1100,24.1984,0.3587,2804,0,9544
2021-08-02,F (Jan 2022),23.9900,24.6000,23.8000,24.5500,24.60,0.4016,3159,0,9246
2021-08-03,F (Jan 2022),24.5000,24.7000,24.0700,24.2500,24.15,-0.45,2271,0,9574
2021-08-04,F (Jan 2022),24.2000,24.3500,24.0000,24.1500,24.1521,0.0021,2108,0,9637
2021-08-05,F (Jan 2022),24.1500,24.1600,23.8500,23.8900,23.85,-0.3021,2276,0,9626
2021-08-06,F (Jan 2022),23.9200,23.9500,23.6000,23.7000,23.65,-0.20,1703,0,9822
2021-08-09,F (Jan 2022),23.9000,23.9500,23.6400,23.7200,23.7497,0.0997,2708,0,10174
2021-08-10,F (Jan 2022),23.7500,23.8100,23.4200,23.6500,23.65,-0.0997,2116,0,10379
2021-08-11,F (Jan 2022),23.7000,23.7700,23.3000,23.4000,23.33,-0.32,2238,0,10835
2021-08-12,F (Jan 2022),23.4200,23.4500,22.8900,23.0000,23.05,-0.28,2329,0,11176
